OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
22569,2021,WHARFSIDE POINTE,Multifamily LR (1-4),2770604820,3814 14TH AVE W,SEATTLE,WA,98119,47.65487,-122.37462,MAGNOLIA / QUEEN ANNE,1,1990,4,1,115575,115575,0,,,,,,,,Multifamily LR (1-4),Multifamily Housing,115575,NA,,NA,,,,,Not Compliant,Missing 2021 EUI or Electricity Data,0,1537360,0,0
22574,2021,NICKERSON BUSINESS CENTER,NonResidential,2770604870,3837 13TH AVE W,SEATTLE,WA,98119,47.65504,-122.37402,MAGNOLIA / QUEEN ANNE,1,1961,2,1,20022,20022,0,83,27.89999962,27.79999924,577290,579611,78.09999847,77.80000305,Office,Office,20784,NA,,NA,,169194,0,0,Compliant,No Issue,577290,0,2.4,0.1
22577,2021,WAREHOUSE,NonResidential,2770605690,1200 W NICKERSON ST,SEATTLE,WA,98119,47.65563,-122.37194,MAGNOLIA / QUEEN ANNE,7,1960,2,1,36498,36498,0,83,15.60000038,15.89999962,583724,570322,31.39999962,31.89999962,Distribution Center,Distribution Center,22452,Non-Refrigerated Warehouse,14200,NA,,93048,0,2662,Compliant,No Issue,317481,266243,15.5,0.4
22579,2021,WHSE,NonResidential,2770606119,2601 W COMMODORE WAY,SEATTLE,WA,98199,47.66161,-122.39075,MAGNOLIA / QUEEN ANNE,7,1968,1,1,35946,35946,0,56,13.60000038,13.80000019,496896,488907,26.10000038,26.29999924,Distribution Center,Distribution Center,35946,NA,,NA,,71082,0,2544,Compliant,No Issue,242531,254364,14.5,0.4
22585,2021,OFFICE BUILDING WITH CARETAKER UNIT,NonResidential,2770606573,2303 W COMMODORE WAY,SEATTLE,WA,98199,47.66006,-122.38631,MAGNOLIA / QUEEN ANNE,7,2007,4,1,30152,24472,5680,93,31.89999962,31.89999962,802925,802925,88.59999847,88.59999847,Office,Office,25184,Parking,4968,NA,,232591,0,93,Compliant,No Issue,793600,9325,3.8,0.2
22607,2021,SALMON BAY FISHERIES BLDG,NonResidential,2771100445,4241 21ST AVE W,SEATTLE,WA,98199,47.65881,-122.38382,MAGNOLIA / QUEEN ANNE,7,1979,4,1,22365,22365,0,76,27,27.5,595239,584700,75.69999695,77.09999847,Office,Office,21617,NA,,NA,,174455,0,0,Compliant,No Issue,595239,0,2.5,0.1
22609,2021,OFFICE BLDG,NonResidential,2771100510,4209 21ST AVE W,SEATTLE,WA,98199,47.65801,-122.3839,MAGNOLIA / QUEEN ANNE,1,1994,4,1,30172,30172,0,91,18.29999924,18.79999924,566818,553171,51.29999924,52.59999847,Office,Office,30172,NA,,NA,,166125,0,0,Compliant,No Issue,566818,0,2.3,0.1
22611,2021,GALLAGHER APARTMENTS,Multifamily MR (5-9),2767701375,1521 NW 54TH ST,SEATTLE,WA,98107,47.6677,-122.37717,BALLARD,6,2008,6,1,75638,50179,25459,89,30,30.20000076,1516366,1506895,84.09999847,84.59999847,Multifamily MR (5-9),Multifamily Housing,50179,NA,,NA,,444421,0,0,Compliant,No Issue,1516366,0,6.3,0.1
22627,2021,CANAL PLACE,Multifamily LR (1-4),2767701580,5110 17TH AVE NW,SEATTLE,WA,98107,47.66624,-122.37861,BALLARD,6,1988,3,1,23466,17395,6071,93,18.60000038,18.70000076,450258,446584,52.09999847,52.5,Multifamily LR (1-4),Multifamily Housing,17945,Non-Refrigerated Warehouse,6071,NA,,131963,0,0,Compliant,No Issue,450258,0,1.9,0.1
22632,2021,THE CAMERON,Multifamily MR (5-9),2767701615,1515 NW 52ND ST,SEATTLE,WA,98107,47.66623,-122.37714,BALLARD,1,1990,5,1,30199,24165,6034,93,30.60000038,30.70000076,743027,739416,85.69999695,86.09999847,Multifamily MR (5-9),Multifamily Housing,24165,Parking,6034,NA,,217769,0,0,Compliant,No Issue,743027,0,3.1,0.1
22650,2021,BALLARD HARDWARE,NonResidential,2767702360,4749 BALLARD AVE NW,SEATTLE,WA,98107,47.66353,-122.38064,BALLARD,6,1927,4,1,42500,42500,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32500,Retail Store,10000,NA,,0,0,0,Not Compliant,Missing 2021 EUI or Electricity Data,0,0,0,0
22654,2021,SANBORN BUILDING,NonResidential,2767702515,5325 BALLARD AVE NW,SEATTLE,WA,98107,47.66691,-122.38416,BALLARD,1,1901,4,1,23032,23032,0,,54.40000153,54.20000076,1148932,1153816,152.3000031,151.6999969,Office,Office,14448,Restaurant,6760,NA,,336733,0,0,Compliant,No Issue,1148932,0,4.8,0.2
22670,2021,BALLARD LANDMARK,Multifamily MR (5-9),2767702915,5433 LEARY AVE NW,SEATTLE,WA,98107,47.66741,-122.38349,BALLARD,6,2008,6,1,197368,153847,43521,34,48,48.29999924,7436663,7379120,114.4000015,115.5,Multifamily MR (5-9),Multifamily Housing,144947,Parking,43521,Retail Store,8900,1667315,0,17478,Compliant,No Issue,5688879,1747785,116.4,0.8
22672,2021,OLYMPIC HEALTH  CLUB,NonResidential,2767702960,5301 LEARY AVE NW,SEATTLE,WA,98107,47.66646,-122.38263,BALLARD,6,1900,3,1,45750,40836,4914,,130.3000031,129.5,5550457,5583676,195.6000061,194.8000031,Other,Other,42850,Parking,2900,NA,,421678,0,41117,Compliant,No Issue,1438764,4111694,224.3,5.5
22674,2021,CURTIS BLDG,Multifamily LR (1-4),2767703065,5227 LEARY AVE NW,SEATTLE,WA,98107,47.66621,-122.38194,BALLARD,1,1911,4,1,30200,30200,0,100,11.39999962,11.5,347652,345582,30.89999962,31.10000038,Multifamily LR (1-4),Multifamily Housing,30200,NA,,NA,,96184,0,195,Compliant,No Issue,328179,19472,2.4,0.1
22676,2021,MOX BUILDING,NonResidential,2767703120,5105 LEARY AVE NW,SEATTLE,WA,98107,47.66497,-122.38047,BALLARD,1,1968,2,1,23500,23500,0,,38.20000076,38.5,905240,898644,84,84.30000305,Office,Office,15477,Retail Store,8051,NA,,173058,0,3148,Compliant,No Issue,590475,314765,19.2,0.8
22678,2021,HATCH & KIRK,NonResidential,2767703190,4925 LEARY AVE NW,SEATTLE,WA,98107,47.66431,-122.37988,BALLARD,6,1966,1,1,22282,22282,0,74,20.5,20.5,466959,466959,42.40000153,42.40000153,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22828,NA,,NA,,79913,0,1943,Compliant,No Issue,272665,194294,11.4,0.5
22679,2021,BALLARD MINI STG,NonResidential,2767703240,4714 BALLARD AVE NW,SEATTLE,WA,98107,47.66351,-122.37961,BALLARD,1,1902,2,1,24000,24000,0,,22.60000038,23.20000076,556444,542330,33.40000153,34,Self-Storage Facility,Self-Storage Facility,24000,NA,,NA,,38642,0,4246,Compliant,No Issue,131847,424597,23.1,1
22681,2021,LESLEY MANOR,Multifamily LR (1-4),2767703445,5209 RUSSELL AVE NW,SEATTLE,WA,98107,47.66624,-122.38062,BALLARD,6,1964,4,1,36000,32471,3529,84,26.39999962,26.60000038,865162,856807,73.90000153,74.59999847,Multifamily LR (1-4),Multifamily Housing,32471,Parking,3529,NA,,253565,0,0,Compliant,No Issue,865162,0,3.6,0.1
22684,2021,PAC MED AND APTS,NonResidential,2767703630,1903 NW MARKET ST,SEATTLE,WA,98107,47.66852,-122.38175,BALLARD,6,1909,3,1,27085,27085,0,,82.30000305,81.59999847,2210767,2229588,147.1000061,146.3999939,Mixed Use Property,Strip Mall,9500,Office,8196,Multifamily Housing,6700,275312,0,12714,Compliant,No Issue,939366,1271401,71.4,2.6
22739,2021,GREENHOUSE CONDOMINIUM,Multifamily LR (1-4),2909000000,2210 NE 92ND ST,SEATTLE,WA,98115,47.69639,-122.30507,NORTHEAST,5,1979,4,1,75154,75154,0,86,24.29999924,24.5,1838302,1823016,65.40000153,65.90000153,Multifamily LR (1-4),Multifamily Housing,75154,NA,,NA,,506793,0,1091,Compliant,No Issue,1729179,109123,12.9,0.2
22742,2021,GREENLAKE NORTHWEST CONDOMINIUM,Multifamily LR (1-4),2909230000,734 N 94TH ST,SEATTLE,WA,98103,47.69724,-122.34847,NORTHWEST,5,1987,3,1,24156,24156,0,91,25.60000038,25.89999962,529591,524657,71.69999695,72.40000153,Multifamily LR (1-4),Multifamily Housing,20475,Parking,6308,NA,,155214,0,0,Compliant,No Issue,529591,0,2.2,0.1
22746,2021,GREENTREE VILLAGE CONDOMINIUM,Multifamily LR (1-4),2910700000,13735 15TH AVE NE,SEATTLE,WA,98125,47.72958,-122.31321,SHARED: NORTH & NORTHWEST,5,1975,3,1,79963,79963,0,22,30.70000076,31.10000038,2276580,2249891,86.09999847,87.09999847,Multifamily LR (1-4),Multifamily Housing,73187,Parking,3248,NA,,667227,0,0,Compliant,No Issue,2276580,0,9.4,0.1
22748,2021,GREENWOOD ARMS CONDOMINIUM,Multifamily LR (1-4),2913200000,9255 GREENWOOD AVE N,SEATTLE,WA,98103,47.69757,-122.35576,NORTHWEST,6,1979,3,1,20448,20448,0,93,21.5,21.70000076,444011,439350,60.20000076,60.79999924,Multifamily LR (1-4),Multifamily Housing,20448,NA,,NA,,130132,0,0,Compliant,No Issue,444011,0,1.8,0.1
22749,2021,SALVATION ARMY: SILVERCREST,Multifamily LR (1-4),2914700005,9543 GREENWOOD AVE N,SEATTLE,WA,98103,47.6992,-122.35582,NORTHWEST,1,1994,3,1,46439,46439,0,70,33.40000153,33.59999847,1559900,1552528,76.09999847,76.59999847,Multifamily LR (1-4),Multifamily Housing,46439,NA,,NA,,321778,0,4620,Compliant,No Issue,1097906,461994,29.1,0.6
22753,2021,ASHFORD APARTMENTS,Multifamily LR (1-4),2916200013,12726 GREENWOOD AVE N,SEATTLE,WA,98133,47.72251,-122.3551,NORTHWEST,1,1988,4,1,57693,43800,13893,95,21.20000076,21.39999962,1237350,1222878,59.29999924,60.09999847,Multifamily LR (1-4),Multifamily Housing,57693,NA,,NA,,362647,0,0,Not Compliant,Account Requires Verification,1237350,0,5.1,0.1
22759,2021,GREENWOOD COURT MANOR,Multifamily LR (1-4),2918200061,13543 GREENWOOD AVE N,SEATTLE,WA,98133,47.72786,-122.35586,NORTHWEST,1,1995,3,1,26040,26040,0,54,33.5,34.09999847,888145,871368,93.69999695,95.5,Multifamily LR (1-4),Multifamily Housing,26040,NA,,NA,,260300,0,0,Compliant,No Issue,888145,0,3.7,0.1
22801,2021,MEADOWBROOK COMMUNITY CENTER POOL,Nonresidential COS,2826049024,10700 30TH AVE NE,SEATTLE,WA,98125,47.70544,-122.2918,NORTH,1,1996,2,1,29258,29258,0,,293.7000122,289.8999939,10041822,10172447,364.2000122,360.2999878,Other - Recreation,Other - Recreation,31991,Fitness Center/Health Club/Gym,2648,Swimming Pool,0,324051,0,89362,Compliant,No Issue,1105661,8936161,479.2,16.4
22804,2021,LAKE CITY PROFESSIONAL CENTER,NonResidential,2826049043,2611 NE 125TH ST,SEATTLE,WA,98125,47.719,-122.29966,NORTH,5,1931,2,1,37500,37500,0,62,53.5,54.90000153,2057164,2007206,122.0999985,124.8000031,Office,Office,37500,NA,,NA,,422261,0,6164,Compliant,No Issue,1440753,616410,38.7,1
22805,2021,PARK MEADOW APTS,Multifamily LR (1-4),2826049119,10550 LAKE CITY WAY NE,SEATTLE,WA,98125,47.70647,-122.30126,NORTH,5,1990,3,1,28392,17006,11386,,44.5,45,1223124,1210918,124.6999969,125.9000015,Multifamily LR (1-4),Multifamily Housing,21642,Parking,11386,Retail Store,5550,358477,0,0,Compliant,No Issue,1223124,0,5.1,0.3
22808,2021,MTN VIEW ESTATES,Multifamily LR (1-4),2826049219,10522 LAKE CITY WAY NE,SEATTLE,WA,98125,47.70578,-122.30106,NORTH,5,1983,3,1,39187,36264,2923,,26,26.20000076,948436,942041,72.69999695,73.19999695,Multifamily LR (1-4),Multifamily Housing,29105,Retail Store,7159,NA,,277971,0,0,Compliant,No Issue,948436,0,3.9,0.1
22810,2021,LAKESIDE SCHOOL,NonResidential,2832100190,14050 1ST AVE NE,SEATTLE,WA,98125,47.73143,-122.32784,NORTHWEST,5,1930,3,1,23983,23983,0,70,54.40000153,55.20000076,1324003,1303540,96.19999695,97,K-12 School,K-12 School,23983,NA,,NA,,156651,0,7895,Compliant,No Issue,534492,789511,44.1,1.8
22818,2021,WAREHOUSE,NonResidential,2840201475,4835 W MARGINAL WAY SW,SEATTLE,WA,98106,47.55832,-122.35239,DELRIDGE NEIGHBORHOODS,1,1980,1,1,24100,24100,0,,36,36.79999924,887346,867074,57,57.90000153,Mixed Use Property,Other - Recreation,9652,Manufacturing/Industrial Plant,7853,Office,6613,77874,0,6216,Compliant,No Issue,265705,621640,34.1,1.4
22830,2021,SUMMIT ATLAS CHARTER SCHOOL,NonResidential,2858600090,9601 35TH AVE SW,SEATTLE,WA,98126,47.51709,-122.37797,SOUTHWEST,1,1971,1,1,23772,23772,0,99,14.30000019,14.30000019,683635,683635,40.20000076,40.20000076,K-12 School,K-12 School,47653,Parking,0,NA,,200362,0,0,Compliant,No Issue,683635,0,2.8,0.1
22831,2021,GRAHAM TERRACE VIEW CONDOMINIUM,Multifamily LR (1-4),2861400000,6055 35TH AVE SW,SEATTLE,WA,98126,47.54685,-122.37676,SOUTHWEST,1,1979,3,1,24371,24371,0,22,39.59999847,39.5,962339,965565,110.9000015,110.5999985,Multifamily LR (1-4),Multifamily Housing,24371,NA,,NA,,282046,0,0,Compliant,No Issue,962339,0,4,0.2
22834,2021,UCDS SCHOOL,NonResidential,2862100610,5040 9TH AVE NE,SEATTLE,WA,98105,47.66665,-122.31818,NORTHEAST,4,2004,2,3,31343,31343,0,19,94.09999847,94.90000153,4888008,4845406,155.3000031,156.1999969,K-12 School,K-12 School,51515,NA,,NA,,487658,0,32241,Compliant,No Issue,1663888,3224120,178.1,5.7
22836,2021,GRANADA CONDOMINIUM,Multifamily LR (1-4),2863000000,5025 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.55667,-122.3874,SOUTHWEST,1,1980,4,1,34142,34142,0,93,20.70000076,21,715411,706588,57.90000153,58.70000076,Multifamily LR (1-4),Multifamily Housing,34142,NA,,NA,,209675,0,0,Compliant,No Issue,715410,0,3,0.1
22838,2021,GRANDE THE CONDOMINIUM,Multifamily MR (5-9),2867200000,601 W MERCER PL,SEATTLE,WA,98119,47.62531,-122.36513,MAGNOLIA / QUEEN ANNE,1,1995,5,1,32927,32512,415,92,35.70000076,36,1170283,1160902,69.90000153,70.19999695,Multifamily MR (5-9),Multifamily Housing,32512,Parking,415,NA,,176453,0,5682,Compliant,No Issue,602057,568226,32.7,1
22839,2021,GRANDVIEW CONDOMINIUM,Multifamily HR (10+),2867400000,2201 3RD AVE,SEATTLE,WA,98121,47.61388,-122.34405,DOWNTOWN,1,1979,27,1,117069,117069,0,,30.89999962,31.39999962,5347443,5267760,86.59999847,87.90000153,Multifamily HR (10+),Multifamily Housing,164210,Parking,25600,Retail Store,6200,1567246,0,0,Compliant,No Issue,5347443,0,22.1,0.2
22840,2021,GRANDVIEW PLAZA CONDOMINIUM,Multifamily MR (5-9),2867600000,4528 8TH AVE NE,SEATTLE,WA,98105,47.66206,-122.31924,NORTHEAST,4,1996,6,1,30713,30713,0,,33.40000153,34.09999847,872143,855106,68,69.09999847,Multifamily MR (5-9),Multifamily Housing,21454,Office,4139,NA,,142896,0,3846,Compliant,No Issue,487560,384582,22.4,0.7
22850,2021,GREEN LAKE CONDOMINIUM,Multifamily MR (5-9),2878900000,7020 WOODLAWN AVE NE,SEATTLE,WA,98115,47.67946,-122.32427,NORTHWEST,6,2003,6,1,125774,125774,0,,33.70000076,33.90000153,3390484,3376762,78.30000305,78.40000153,Multifamily MR (5-9),Multifamily Housing,79586,Parking,51738,Retail Store,6850,718827,0,9378,Compliant,No Issue,2452636,937848,60,0.5
22860,2021,LAKESIDE PLAZA,NonResidential,2886200375,7900 E GREEN LAKE DR N,SEATTLE,WA,98103,47.68582,-122.33709,NORTHWEST,6,1996,3,1,55912,33062,22850,,55,55,1817214,1817214,153.8999939,153.8999939,Mixed Use Property,Parking,24052,Office,23501,Retail Store,9561,532595,0,0,Compliant,No Issue,1817214,0,7.5,0.2
22863,2021,MAX PERFORMANCE,NonResidential,2771100555,4220 22ND AVE W,SEATTLE,WA,98199,47.65843,-122.38435,MAGNOLIA / QUEEN ANNE,7,1957,2,1,20294,20294,0,,76.90000153,77.09999847,1697210,1692597,119.9000015,120.0999985,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,22000,NA,,NA,,144220,0,12051,Compliant,No Issue,492078,1205132,66,3.3
22866,2021,FISHERMAN'S COMMERCE BLDG,NonResidential,2771100895,4037 21ST AVE W,SEATTLE,WA,98199,47.65708,-122.38383,MAGNOLIA / QUEEN ANNE,7,1983,4,1,40571,29722,10849,68,43.70000076,45.20000076,1084830,1050314,122.5,126.5,Office,Office,24008,NA,,NA,,317946,0,0,Compliant,No Issue,1084830,0,4.5,0.2
22867,2021,ICICLE COURT OFFICE BLDG,NonResidential,2771100925,4019 21ST AVE W,SEATTLE,WA,98199,47.65649,-122.38383,MAGNOLIA / QUEEN ANNE,7,1983,4,1,41707,26048,15659,81,33.20000076,34,1417430,1384730,92.30000305,94.5,Office,Office,41707,Parking,12000,NA,,410884,0,155,Compliant,No Issue,1401935,15495,6.6,0.3
22881,2021,INTERBAY BUILDING (OFFICE & WAREHOUSE),NonResidential,2771102250,3401 THORNDYKE AVE W,SEATTLE,WA,98119,47.65118,-122.37875,MAGNOLIA / QUEEN ANNE,7,1960,2,1,57644,57644,0,,71.19999695,72.19999695,4160560,4106781,123.6999969,124.6999969,Mixed Use Property,Office,20176,Other - Services,19440,Non-Refrigerated Warehouse,18028,472118,0,25497,Compliant,No Issue,1610866,2549695,142.1,2.5
22883,2021,KELLER SUPPLY,NonResidential,2771102515,3209 17TH AVE W,SEATTLE,WA,98119,47.64913,-122.37929,MAGNOLIA / QUEEN ANNE,7,1955,2,1,39497,39497,0,14,47.29999924,47.70000076,1883860,1869856,110,111.3000031,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25547,Office,13950,NA,,404629,0,5033,Compliant,No Issue,1380594,503266,32.4,0.8
22894,2021,LYONS GATE APARTMENTS,Multifamily LR (1-4),2771104420,2632 21ST AVE W,SEATTLE,WA,98199,47.64393,-122.38313,MAGNOLIA / QUEEN ANNE,7,2001,3,1,69881,69881,0,91,23.79999924,23.89999962,1673033,1666617,56.90000153,57.09999847,Multifamily LR (1-4),Multifamily Housing,69881,NA,,NA,,373965,0,3971,Compliant,No Issue,1275969,397064,26.4,0.4
22896,2021,AIRE APARTMENTS,Multifamily MR (5-9),2771106030,2572 GILMAN DR W,SEATTLE,WA,98119,47.64271,-122.3755,MAGNOLIA / QUEEN ANNE,1,1991,5,1,48632,31756,16876,100,21.39999962,21.39999962,680114,679739,59.90000153,60,Multifamily MR (5-9),Multifamily Housing,31756,Parking,16876,NA,,199330,0,0,Compliant,No Issue,680114,0,2.8,0.1
22899,2021,RALEIGH HOUSE,Multifamily LR (1-4),2771108040,2501 14TH AVE W,SEATTLE,WA,98119,47.64104,-122.37539,MAGNOLIA / QUEEN ANNE,7,1963,3,1,21094,21094,0,76,31.10000038,31.29999924,660797,656247,87.09999847,87.69999695,Multifamily LR (1-4),Multifamily Housing,21094,NA,,NA,,193668,0,0,Compliant,No Issue,660797,0,2.7,0.1
22902,2021,MAGNOLIA COURT,Multifamily MR (5-9),2771600390,2207 W RAYE ST,SEATTLE,WA,98199,47.64274,-122.38516,MAGNOLIA / QUEEN ANNE,7,1988,7,1,28799,22694,6105,99,26.39999962,26.5,602224,598006,73.80000305,74.30000305,Multifamily MR (5-9),Multifamily Housing,22694,Parking,6105,NA,,176502,0,0,Compliant,No Issue,602225,0,2.5,0.1
22919,2021,GREENWOOD PLAZA CONDOMINIUM,Multifamily LR (1-4),2923000000,9750 GREENWOOD AVE N,SEATTLE,WA,98103,47.7012,-122.35506,NORTHWEST,5,1992,4,1,34813,34813,0,91,31.10000038,31.39999962,875645,868130,87.09999847,87.90000153,Multifamily LR (1-4),Multifamily Housing,27892,Parking,6964,NA,,256637,0,0,Compliant,No Issue,875645,0,3.6,0.1
22929,2021,MALABAR APT,Multifamily LR (1-4),2925049047,170 MELROSE AVE E,SEATTLE,WA,98102,47.62037,-122.32768,EAST,3,1961,4,1,23727,23727,0,77,32,32.20000076,765049,759085,89.59999847,90.30000305,Multifamily LR (1-4),Multifamily Housing,23727,NA,,NA,,224223,0,0,Compliant,No Issue,765049,0,3.2,0.1
22930,2021,THE HAWAIIAN APARTMENT,Multifamily LR (1-4),2925049048,235 BELLEVUE AVE E,SEATTLE,WA,98102,47.62037,-122.32705,EAST,3,1959,4,1,22992,22992,0,65,30,30.60000038,702509,690831,84.09999847,85.59999847,Multifamily LR (1-4),Multifamily Housing,22992,NA,,NA,,205894,0,0,Compliant,No Issue,702509,0,2.9,0.1
22932,2021,VIEWMONT APT,Multifamily LR (1-4),2925049052,219 BELLEVUE AVE E,SEATTLE,WA,98102,47.62017,-122.3272,EAST,3,1958,3,1,27852,27852,0,91,28.70000076,29,806963,798690,80.30000305,81.09999847,Multifamily LR (1-4),Multifamily Housing,27852,NA,,NA,,236507,0,0,Compliant,No Issue,806963,0,3.3,0.1
22934,2021,CHARDONNAY APARTMENTS,Multifamily LR (1-4),2925049066,203 BELLEVUE AVE E,SEATTLE,WA,98102,47.61967,-122.327,EAST,3,1906,3,1,24560,24560,0,,37.79999924,38.09999847,771683,765305,82.80000305,83.80000305,Multifamily LR (1-4),Multifamily Housing,20235,NA,,NA,,148132,0,2663,Compliant,No Issue,505427,266256,16.2,0.7
22936,2021,SEATTLE ASIAN ART MUSEUM (VOLUNTEER PARK),Nonresidential COS,2925049087,1400 E PROSPECT ST,SEATTLE,WA,98112,47.6303,-122.3142,EAST,1,1932,1,1,53776,53776,0,,123.9000015,125.1999969,7674825,7599284,331,334.3999939,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,61323,NA,,NA,,2085095,0,5605,Compliant,No Issue,7114344,560481,59.2,1.1
22938,2021,JENSEN BLOCK APARTMENTS,Multifamily LR (1-4),2925049097,603 EASTLAKE AVE E,SEATTLE,WA,98109,47.62463,-122.32953,LAKE UNION,1,1908,3,1,29970,29970,0,,33.40000153,33.59999847,1007468,1000016,56.79999924,57.09999847,Multifamily LR (1-4),Multifamily Housing,17232,Retail Store,6702,Self-Storage Facility,6036,109306,0,6345,Compliant,No Issue,372953,634515,35.2,1.2
22939,2021,NORTHGATE APTS,Multifamily LR (1-4),2926049011,11060 2ND AVE NE,SEATTLE,WA,98125,47.7099,-122.32705,SHARED: NORTH & NORTHWEST,1,1951,2,1,143498,143498,0,1,267.2000122,265.1000061,29991918,30225754,330.1000061,327.7999878,Multifamily LR (1-4),Multifamily Housing,113140,Parking,11502,NA,,937815,0,267921,Compliant,No Issue,3199825,26792094,1436.2,10
22940,2021,MERIDIAN NORTH OFFICE BUILDING,NonResidential,2926049018,10740 MERIDIAN AVE N,SEATTLE,WA,98133,47.70793,-122.33316,NORTHWEST,5,1982,2,1,27574,27574,0,63,42.09999847,43.09999847,1188901,1160867,117.9000015,120.6999969,Office,Office,27574,NA,,NA,,348447,0,0,Compliant,No Issue,1188901,0,4.9,0.2
22941,2021,GALLERIA,Multifamily LR (1-4),2926049021,10500 MERIDIAN AVE N,SEATTLE,WA,98133,47.70549,-122.3336,NORTHWEST,1,1968,4,1,227233,227233,0,93,23.79999924,24.10000038,4820761,4754908,66.40000153,67.40000153,Multifamily LR (1-4),Multifamily Housing,200050,Parking,0,Swimming Pool,0,1409042,0,131,Compliant,No Issue,4807651,13110,20.6,0.1
22943,2021,NORTH COURT APTS,Multifamily LR (1-4),2926049023,2237 N 106TH ST,SEATTLE,WA,98133,47.70552,-122.33074,NORTHWEST,5,1986,4,1,123841,81461,42380,74,32.90000153,33.59999847,2741141,2682648,88.30000305,90.19999695,Multifamily LR (1-4),Multifamily Housing,81462,NA,,NA,,748357,0,1877,Compliant,No Issue,2553393,187748,20.5,0.3
22951,2021,NORTHGATE VIEW #2,Multifamily LR (1-4),2926049034,11309 8TH AVE NE,SEATTLE,WA,98125,47.71095,-122.3217,SHARED: NORTH & NORTHWEST,5,1977,3,1,24288,24288,0,79,26.79999924,27.10000038,657540,651728,75.09999847,75.80000305,Multifamily LR (1-4),Multifamily Housing,24288,NA,,NA,,192714,0,0,Compliant,No Issue,657540,0,2.7,0.1
22954,2021,CITIGATE APTS,Multifamily LR (1-4),2926049050,11355 3RD AVE NE,SEATTLE,WA,98125,47.7112,-122.32703,SHARED: NORTH & NORTHWEST,1,1987,3,7,112424,97301,15123,72,35.70000076,35.90000153,2965016,2953762,100,100.4000015,Multifamily LR (1-4),Multifamily Housing,82706,Parking,16240,Swimming Pool,0,868996,0,0,Compliant,No Issue,2965016,0,12.3,0.1
22955,2021,FOUNDATION HOUSE - NORTHGATE,NonResidential,2926049051,11301 3RD AVE NE,SEATTLE,WA,98125,47.71069,-122.32674,SHARED: NORTH & NORTHWEST,1,1998,5,1,43661,33435,10226,,,,,,,,NA,NA,,NA,,NA,,0,0,0,Not Compliant,Missing 2021 EUI or Electricity Data,0,0,0,0
22956,2021,NORTHGATE PLAZA,Multifamily LR (1-4),2926049055,11030 5TH AVE NE,SEATTLE,WA,98125,47.70973,-122.32269,SHARED: NORTH & NORTHWEST,5,1992,4,1,94711,94711,0,61,42.79999924,43.20000076,4089589,4056013,96.90000153,98,NA,Senior Living Community,94717,NA,,NA,,834766,0,12414,Compliant,No Issue,2848220,1241369,77.7,0.8
22957,2021,MCGUIRE COURT APTS,Multifamily LR (1-4),2926049063,10740 8TH AVE NE,SEATTLE,WA,98125,47.70776,-122.32015,NORTH,5,1986,4,1,56996,41685,15311,66,33.79999924,34.09999847,1422768,1409543,94.69999695,95.59999847,Multifamily LR (1-4),Multifamily Housing,41685,Parking,10504,NA,,416989,0,0,Compliant,No Issue,1422768,0,5.9,0.1
22958,2021,TOWN & COUNTRY APT'S,Multifamily LR (1-4),2926049074,12340 ROOSEVELT WAY NE,SEATTLE,WA,98125,47.71894,-122.31769,SHARED: NORTH & NORTHWEST,5,1963,3,1,79014,79014,0,96,22.5,22.60000038,1846702,1839974,63,63.29999924,Multifamily LR (1-4),Multifamily Housing,81722,Parking,0,NA,,541237,0,0,Compliant,No Issue,1846702,0,7.6,0.1
22961,2021,NORTHAVEN II,Multifamily MR (5-9),2926049089,528 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70939,-122.32178,SHARED: NORTH & NORTHWEST,5,1992,5,1,21620,21620,0,72,80.5,79.90000153,1949820,1963554,143.3000031,142.6999969,NA,Senior Living Community,24400,NA,,NA,,240102,0,11306,Compliant,No Issue,819228,1130592,63.4,2.9
